"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0AG90","2019-07-12 22:00:00","25.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V760","2019-07-12 22:00:00","30.000","193.000","0.700","29.600","0.820","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","25.600",""
"C0T9I0","2019-07-12 22:00:00","152.000","0.000","0.000","25.900","0.880","993.000","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","24.500",""
"C0O980","2019-07-12 22:00:00","18.000","149.000","1.400","27.600","0.950","1009.000","-99.000","3.500","-99.000","-99.000","-99.000","34.200","","24.700",""
"C0R270","2019-07-12 22:00:00","51.000","232.000","1.400","27.000","0.980","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","24.700",""
"C0T9H0","2019-07-12 22:00:00","725.000","194.000","0.600","24.000","0.830","931.000","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","22.100",""
"C0A660","2019-07-12 22:00:00","97.000","0.000","0.000","24.300","0.990","996.800","-99.000","2.000","-99.000","-99.000","-99.000","33.100","","23.900",""
"C0A890","2019-07-12 22:00:00","40.000","0.000","0.100","25.500","0.970","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","23.500",""
"C0O840","2019-07-12 22:00:00","134.000","154.000","1.800","27.000","1.000","994.000","-99.000","14.500","-99.000","-99.000","-99.000","32.600","","24.200",""
"C0R530","2019-07-12 22:00:00","16.000","216.000","1.900","28.700","0.990","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.500",""
"C0G870","2019-07-12 22:00:00","12.000","192.000","1.700","28.500","0.910","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","25.900",""
"C0M820","2019-07-12 22:00:00","980.000","61.000","0.500","21.100","0.870","905.300","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","19.300",""
"C0F9S0","2019-07-12 22:00:00","43.000","161.000","2.200","28.700","0.760","1004.500","-99.000","0.500","-99.000","-99.000","-99.000","34.100","","27.000",""
"C0R160","2019-07-12 22:00:00","45.000","165.000","1.700","28.000","0.990","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","24.000",""
"C0A950","2019-07-12 22:00:00","60.000","254.000","1.700","27.600","0.790","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","26.400",""
"C0F9L0","2019-07-12 22:00:00","253.000","202.000","1.600","28.900","0.790","980.400","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","26.500",""
"C0R550","2019-07-12 22:00:00","38.000","108.000","0.900","28.000","1.000","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","24.900",""
"C0V530","2019-07-12 22:00:00","34.000","159.000","1.100","28.900","1.000","1006.000","-99.000","1.000","-99.000","-99.000","-99.000","33.100","","24.900",""
"C0AI10","2019-07-12 22:00:00","76.000","212.000","0.900","25.600","0.960","999.500","-99.000","48.500","-99.000","-99.000","-99.000","34.900","","24.900",""
"C0F9U0","2019-07-12 22:00:00","74.000","124.000","1.600","29.200","0.760","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","27.300",""
"C0Z290","2019-07-12 22:00:00","946.000","173.000","0.600","22.400","0.990","907.600","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","20.800",""
"CM0120","2019-07-12 22:00:00","4.000","196.000","3.800","29.200","0.810","1008.900","-99.000","0.500","-99.000","-99.000","-99.000","30.600","","25.700",""
"C0G760","2019-07-12 22:00:00","53.000","0.000","0.200","27.500","0.990","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","25.700",""
"C0K450","2019-07-12 22:00:00","35.000","198.000","3.100","28.600","0.870","1005.100","-99.000","0.500","-99.000","-99.000","-99.000","33.200","","25.400",""
"C0E820","2019-07-12 22:00:00","220.000","215.000","2.700","27.000","0.750","983.500","-99.000","7.000","-99.000","-99.000","-99.000","33.600","","25.600",""
"C0A530","2019-07-12 22:00:00","300.000","0.000","0.000","24.000","0.990","975.100","-99.000","41.500","-99.000","-99.000","-99.000","33.100","","22.900",""
"C0M520","2019-07-12 22:00:00","15.000","180.000","1.200","27.900","0.890","1007.700","-99.000","12.500","-99.000","-99.000","-99.000","32.200","","24.400",""
"C0K240","2019-07-12 22:00:00","1132.000","234.000","1.700","21.900","0.980","891.300","-99.000","110.500","-99.000","-99.000","-99.000","28.000","","19.400",""
"C0V210","2019-07-12 22:00:00","734.000","184.000","0.400","22.500","0.950","931.600","-99.000","0.500","-99.000","-99.000","-99.000","29.700","","19.800",""
"C0Z320","2019-07-12 22:00:00","646.000","259.000","0.600","23.100","0.990","939.200","-99.000","1.000","-99.000","-99.000","-99.000","33.200","","19.300",""
"C0R600","2019-07-12 22:00:00","766.000","56.000","0.800","23.200","1.000","927.100","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","22.600",""
"C0C650","2019-07-12 22:00:00","208.000","193.000","0.300","26.000","0.840","984.700","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","24.700",""
"C0F9I0","2019-07-12 22:00:00","194.000","199.000","2.700","28.100","0.800","987.000","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","25.800",""
"C0T820","2019-07-12 22:00:00","550.000","0.000","0.000","23.800","0.960","952.100","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","20.700",""
"C0S890","2019-07-12 22:00:00","238.000","198.000","0.600","27.200","0.870","985.500","-99.000","0.000","-99.000","-99.000","-99.000","35.000","","24.300",""
"C0G840","2019-07-12 22:00:00","32.000","164.000","0.300","28.300","0.850","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","25.900",""
"C0V710","2019-07-12 22:00:00","34.000","201.000","2.100","29.400","1.000","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.700",""
"C0X140","2019-07-12 22:00:00","17.000","173.000","1.700","30.100","0.830","1007.400","-99.000","18.000","-99.000","-99.000","-99.000","33.400","","25.500",""
"C0C680","2019-07-12 22:00:00","228.000","137.000","0.300","26.000","0.890","981.000","-99.000","2.000","-99.000","-99.000","-99.000","33.000","","25.000",""
"C0D360","2019-07-12 22:00:00","523.000","0.000","0.000","24.600","0.920","949.700","-99.000","1.000","-99.000","-99.000","-99.000","31.100","","22.000",""
"C0C710","2019-07-12 22:00:00","143.000","144.000","0.400","24.700","0.930","992.000","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","23.800",""
"C0Z190","2019-07-12 22:00:00","62.000","279.000","0.500","26.900","0.990","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","25.700",""
"C0Z020","2019-07-12 22:00:00","211.000","241.000","1.100","27.000","0.960","985.300","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","24.400",""
"C0I380","2019-07-12 22:00:00","258.000","0.000","0.000","23.600","0.990","980.400","-99.000","136.000","-99.000","-99.000","-99.000","33.500","","23.100",""
"C0D560","2019-07-12 22:00:00","147.000","182.000","0.500","29.000","0.710","992.600","-99.000","0.000","-99.000","-99.000","-99.000","35.100","","25.700",""
"C0Z220","2019-07-12 22:00:00","589.000","274.000","0.800","23.000","0.970","945.600","-99.000","0.500","-99.000","-99.000","-99.000","30.000","","22.400",""
"C0R220","2019-07-12 22:00:00","23.000","113.000","1.100","28.000","1.000","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","24.400",""
"C0A870","2019-07-12 22:00:00","685.000","270.000","6.000","23.200","0.980","931.400","-99.000","24.000","-99.000","-99.000","-99.000","29.100","","21.900",""
"C0V670","2019-07-12 22:00:00","20.000","171.000","1.800","30.000","0.790","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","26.400",""
"C0G770","2019-07-12 22:00:00","15.000","184.000","1.700","29.200","0.900","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","26.400",""
"C0C540","2019-07-12 22:00:00","46.000","217.000","1.400","27.900","0.820","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","25.900",""
"C0F9O0","2019-07-12 22:00:00","175.000","0.000","0.200","29.200","0.790","989.600","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","26.700",""
"C0Z230","2019-07-12 22:00:00","31.000","282.000","2.100","27.600","0.750","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","26.500",""
"C0U900","2019-07-12 22:00:00","63.000","255.000","0.800","26.000","0.930","1002.600","-99.000","0.500","-99.000","-99.000","-99.000","32.700","","24.700",""
"C0X200","2019-07-12 22:00:00","61.000","150.000","1.300","26.600","0.990","1003.400","-99.000","0.500","-99.000","-99.000","-99.000","32.600","","24.300",""
"C0G640","2019-07-12 22:00:00","17.000","176.000","1.900","28.900","0.830","1009.200","-99.000","0.500","-99.000","-99.000","-99.000","32.300","","26.300",""
"C0Z080","2019-07-12 22:00:00","298.000","0.000","0.000","25.600","0.930","976.600","-99.000","0.000","-99.000","-99.000","-99.000","37.000","","22.800",""
"C0U770","2019-07-12 22:00:00","5.000","343.000","2.800","25.300","0.880","1006.000","-99.000","0.500","-99.000","-99.000","-99.000","30.100","","24.300",""
"C0Z210","2019-07-12 22:00:00","126.000","0.000","0.100","27.200","0.990","996.200","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","24.100",""
"C0V690","2019-07-12 22:00:00","30.000","183.000","1.700","29.400","0.860","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","26.000",""
"C0M690","2019-07-12 22:00:00","33.000","191.000","2.900","28.300","0.850","1005.400","-99.000","5.000","-99.000","-99.000","-99.000","32.900","","24.900",""
"C0F970","2019-07-12 22:00:00","145.000","148.000","0.500","28.800","0.710","992.200","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","25.800",""
"C0C490","2019-07-12 22:00:00","157.000","157.000","0.600","27.900","0.800","990.500","-99.000","0.000","-99.000","-99.000","-99.000","35.800","","26.300",""
"C0X160","2019-07-12 22:00:00","26.000","135.000","1.200","28.700","0.900","1007.500","-99.000","9.000","-99.000","-99.000","-99.000","32.000","","25.100",""
"C0S760","2019-07-12 22:00:00","1621.000","171.000","0.900","18.900","1.000","839.600","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","17.900",""
"C0O830","2019-07-12 22:00:00","127.000","127.000","0.400","26.400","0.950","996.200","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","24.100",""
"C0A9A0","2019-07-12 22:00:00","24.000","0.000","0.000","27.200","0.900","1005.500","-99.000","20.500","-99.000","-99.000","-99.000","34.700","","26.600",""
"C0AD50","2019-07-12 22:00:00","84.000","0.000","0.200","26.700","1.000","999.300","-99.000","0.000","-99.000","-99.000","-99.000","34.600","","26.300",""
"C0G620","2019-07-12 22:00:00","110.000","197.000","1.200","26.500","0.930","998.100","-99.000","0.000","-99.000","-99.000","-99.000","34.600","","25.400",""
"C0V310","2019-07-12 22:00:00","46.000","0.000","0.000","27.300","0.950","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","24.100",""
"C0X110","2019-07-12 22:00:00","20.000","201.000","2.500","29.400","0.940","1008.300","-99.000","5.500","-99.000","-99.000","-99.000","31.900","","25.600",""
"C0S980","2019-07-12 22:00:00","901.000","266.000","1.600","23.100","0.830","911.400","-99.000","0.000","8.300","265.000","","31.300","","22.200",""
"C0O860","2019-07-12 22:00:00","38.000","221.000","0.900","27.900","0.990","1005.400","-99.000","0.500","-99.000","-99.000","-99.000","33.900","","25.300",""
"C0U950","2019-07-12 22:00:00","1012.000","262.000","2.200","21.600","0.980","900.500","-99.000","19.000","-99.000","-99.000","-99.000","26.700","","20.600",""
"C0R260","2019-07-12 22:00:00","76.000","0.000","0.000","27.600","1.000","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","25.000",""
"C0X270","2019-07-12 22:00:00","33.000","140.000","0.600","27.000","1.000","1007.100","-99.000","7.000","-99.000","-99.000","-99.000","34.400","","24.100",""
"C0G880","2019-07-12 22:00:00","92.000","138.000","1.100","26.600","0.850","1000.200","-99.000","0.500","-99.000","-99.000","-99.000","33.300","","25.300",""
"C0R520","2019-07-12 22:00:00","18.000","124.000","1.300","28.700","0.990","1010.000","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","24.900",""
"C0O810","2019-07-12 22:00:00","161.000","0.000","0.100","25.700","0.990","995.000","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","24.100",""
"C0E790","2019-07-12 22:00:00","344.000","213.000","2.800","27.200","0.830","970.200","-99.000","0.500","-99.000","-99.000","-99.000","32.700","","24.700",""
"C0F9Y0","2019-07-12 22:00:00","3313.000","214.000","6.200","9.000","0.860","688.500","-99.000","0.000","-99.000","-99.000","-99.000","16.600","","8.400",""
"C0A9B0","2019-07-12 22:00:00","7.000","0.000","0.000","28.000","0.810","1006.900","-99.000","2.000","-99.000","-99.000","-99.000","34.800","","27.100",""
"C0S930","2019-07-12 22:00:00","248.000","0.000","0.100","26.200","0.840","982.400","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","23.900",""
"C0M770","2019-07-12 22:00:00","164.000","172.000","1.500","27.300","0.940","991.000","-99.000","0.500","-99.000","-99.000","-99.000","32.900","","25.100",""
"C0R470","2019-07-12 22:00:00","103.000","107.000","0.900","27.500","0.960","999.400","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","24.900",""
"C0W120","2019-07-12 22:00:00","58.000","186.000","7.900","26.000","0.940","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","25.300",""
"C0V350","2019-07-12 22:00:00","36.000","264.000","0.400","26.400","1.000","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","35.200","","23.400",""
"CM0160","2019-07-12 22:00:00","196.000","0.000","0.200","25.500","0.850","992.800","-99.000","0.000","-99.000","-99.000","-99.000","34.400","","24.400",""
"C0V500","2019-07-12 22:00:00","6.000","0.000","0.200","29.200","0.920","1009.700","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","26.000",""
"C0SA30","2019-07-12 22:00:00","92.000","234.000","0.600","26.900","0.860","999.900","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","25.300",""
"C0U710","2019-07-12 22:00:00","1942.000","0.000","0.000","16.300","0.990","808.300","-99.000","1.500","-99.000","-99.000","-99.000","22.200","","15.200",""
"C0Z100","2019-07-12 22:00:00","36.000","0.000","0.000","26.000","0.960","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","23.800",""
"C0Z170","2019-07-12 22:00:00","199.000","258.000","0.600","26.600","0.960","988.600","-99.000","1.500","-99.000","-99.000","-99.000","33.500","","25.000",""
"C0K430","2019-07-12 22:00:00","30.000","167.000","2.900","28.100","0.880","1007.000","-99.000","2.000","-99.000","-99.000","-99.000","31.800","","25.000",""
"C0T9M0","2019-07-12 22:00:00","92.000","275.000","1.000","26.600","0.910","999.900","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","25.300",""
"C0AI00","2019-07-12 22:00:00","188.000","0.000","0.000","25.700","0.920","987.100","-99.000","1.500","-99.000","-99.000","-99.000","33.400","","25.300",""
"C0AC40","2019-07-12 22:00:00","1079.000","257.000","7.300","21.200","0.990","891.200","-99.000","5.500","-99.000","-99.000","-99.000","26.600","","20.000",""
"C0F9M0","2019-07-12 22:00:00","230.000","177.000","2.300","28.000","0.740","983.000","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","25.400",""
"C0A930","2019-07-12 22:00:00","216.000","0.000","0.100","23.800","1.000","982.500","-99.000","28.000","-99.000","-99.000","-99.000","31.100","","23.700",""
"C0A640","2019-07-12 22:00:00","241.000","0.000","0.000","24.200","0.960","983.700","-99.000","32.000","-99.000","-99.000","-99.000","32.300","","23.500",""
"C0I420","2019-07-12 22:00:00","305.000","0.000","0.000","24.300","0.970","976.100","-99.000","8.500","-99.000","-99.000","-99.000","33.200","","23.000",""
"C0R170","2019-07-12 22:00:00","26.000","139.000","1.300","28.400","1.000","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","23.800",""
"C0M530","2019-07-12 22:00:00","1385.000","190.000","0.400","19.400","0.990","868.600","-99.000","9.000","-99.000","-99.000","-99.000","25.600","","18.000",""
"C0H960","2019-07-12 22:00:00","120.000","182.000","2.800","27.700","0.870","994.600","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","26.300",""
"C0V620","2019-07-12 22:00:00","18.000","148.000","1.700","28.700","0.890","1008.400","-99.000","0.500","-99.000","-99.000","-99.000","31.900","","25.100",""
"C0X280","2019-07-12 22:00:00","22.000","175.000","3.000","28.800","0.890","1007.800","-99.000","7.500","-99.000","-99.000","-99.000","31.400","","24.900",""
"C0AH40","2019-07-12 22:00:00","426.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9A0","2019-07-12 22:00:00","498.000","227.000","1.200","24.500","0.990","954.900","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","22.400",""
"C0K390","2019-07-12 22:00:00","31.000","198.000","3.400","28.400","1.000","1006.200","-99.000","0.500","-99.000","-99.000","-99.000","32.600","","25.400",""
"C0I540","2019-07-12 22:00:00","3344.000","284.000","5.600","8.200","1.000","684.900","-99.000","-99.000","-99.000","-99.000","-99.000","12.100","","7.500",""
"C0G890","2019-07-12 22:00:00","24.000","175.000","3.700","29.400","0.970","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","26.800",""
"C0G720","2019-07-12 22:00:00","50.000","135.000","1.500","27.400","0.920","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","25.400",""
"C0UA40","2019-07-12 22:00:00","1121.000","0.000","0.000","20.700","0.910","888.300","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","20.300",""
"C0V400","2019-07-12 22:00:00","56.000","167.000","2.100","28.900","0.840","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","25.200",""
"C0X130","2019-07-12 22:00:00","27.000","172.000","2.400","28.500","0.920","1006.700","-99.000","5.500","-99.000","-99.000","-99.000","34.000","","25.500",""
"C0A520","2019-07-12 22:00:00","48.000","0.000","0.000","26.600","0.970","1003.000","-99.000","6.500","-99.000","-99.000","-99.000","35.400","","26.300",""
"C0U870","2019-07-12 22:00:00","474.000","0.000","0.000","24.900","0.780","956.800","-99.000","1.000","-99.000","-99.000","-99.000","30.500","","23.900",""
"C0S690","2019-07-12 22:00:00","522.000","224.000","0.900","24.700","0.890","952.000","-99.000","0.000","-99.000","-99.000","-99.000","39.300","","22.700",""
"C0R150","2019-07-12 22:00:00","105.000","104.000","0.800","26.800","0.990","997.800","-99.000","0.000","-99.000","-99.000","-99.000","34.900","","24.900",""
"C0K560","2019-07-12 22:00:00","117.000","73.000","0.300","26.100","0.890","997.400","-99.000","0.000","-99.000","-99.000","-99.000","34.600","","24.800",""
"C0X100","2019-07-12 22:00:00","10.000","183.000","1.800","29.900","0.870","1007.200","-99.000","14.500","-99.000","-99.000","-99.000","32.600","","25.700",""
"C0K460","2019-07-12 22:00:00","60.000","228.000","2.100","28.800","0.820","1002.000","-99.000","1.500","-99.000","-99.000","-99.000","33.300","","25.400",""
"C0M740","2019-07-12 22:00:00","15.000","183.000","2.200","28.600","0.890","1007.300","-99.000","3.000","-99.000","-99.000","-99.000","31.900","","24.800",""
"C0SA10","2019-07-12 22:00:00","411.000","206.000","1.900","24.900","0.910","964.300","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","23.800",""
"C0C660","2019-07-12 22:00:00","176.000","206.000","1.400","28.600","0.740","988.500","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","26.000",""
"C0R620","2019-07-12 22:00:00","34.000","249.000","3.200","28.800","0.830","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","27.400",""
"C0F0B0","2019-07-12 22:00:00","311.000","193.000","2.500","27.600","0.810","974.700","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","25.200",""
"C0O970","2019-07-12 22:00:00","71.000","129.000","1.600","26.700","1.000","1002.600","-99.000","6.500","-99.000","-99.000","-99.000","34.300","","24.000",""
"C0F9P0","2019-07-12 22:00:00","26.000","192.000","3.000","29.400","0.780","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","27.500",""
"C0R560","2019-07-12 22:00:00","22.000","129.000","1.900","28.800","0.900","1008.500","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","24.900",""
"C0X220","2019-07-12 22:00:00","26.000","168.000","2.200","28.600","0.850","1006.900","-99.000","7.500","-99.000","-99.000","-99.000","31.800","","24.000",""
"C0M680","2019-07-12 22:00:00","37.000","184.000","1.400","28.500","0.880","1007.200","-99.000","21.500","-99.000","-99.000","-99.000","33.300","","24.500",""
"C0S710","2019-07-12 22:00:00","382.000","227.000","0.600","24.800","0.870","968.300","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","22.700",""
"C0F9T0","2019-07-12 22:00:00","111.000","170.000","0.900","29.400","0.740","996.900","-99.000","0.500","-99.000","-99.000","-99.000","33.600","","27.100",""
"C0F9N0","2019-07-12 22:00:00","75.000","159.000","0.700","29.400","0.740","1001.100","-99.000","1.000","-99.000","-99.000","-99.000","34.700","","26.700",""
"C0G740","2019-07-12 22:00:00","24.000","174.000","2.000","28.600","0.860","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","25.500",""
"C0UA70","2019-07-12 22:00:00","547.000","99.000","1.700","24.900","0.830","948.800","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","23.100",""
"C0AC60","2019-07-12 22:00:00","55.000","167.000","1.000","26.600","0.940","1002.000","-99.000","4.000","-99.000","-99.000","-99.000","35.000","","26.000",""
"C0R510","2019-07-12 22:00:00","31.000","161.000","1.400","29.000","0.880","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","25.100",""
"C0X060","2019-07-12 22:00:00","19.000","152.000","1.900","27.900","0.930","1009.500","-99.000","10.500","-99.000","-99.000","-99.000","33.500","","24.500",""
"C0E550","2019-07-12 22:00:00","84.000","246.000","2.700","29.200","0.710","999.300","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","27.500",""
"C0AI20","2019-07-12 22:00:00","25.000","180.000","2.100","27.300","0.830","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","26.300",""
"C0E740","2019-07-12 22:00:00","27.000","241.000","2.300","29.600","0.740","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","27.700",""
"C0R650","2019-07-12 22:00:00","29.000","153.000","1.000","28.100","0.990","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","24.500",""
"C0S750","2019-07-12 22:00:00","2280.000","289.000","1.100","14.500","0.800","775.100","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","14.500",""
"C0I370","2019-07-12 22:00:00","671.000","125.000","0.300","22.000","0.970","937.400","-99.000","13.000","-99.000","-99.000","-99.000","31.200","","21.500",""
"C0K400","2019-07-12 22:00:00","65.000","192.000","1.000","28.600","0.960","1002.900","-99.000","1.000","-99.000","-99.000","-99.000","33.300","","25.500",""
"C0U750","2019-07-12 22:00:00","398.000","257.000","1.300","25.200","0.860","964.400","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","23.800",""
"C0M730","2019-07-12 22:00:00","40.000","205.000","1.800","28.700","0.870","1004.700","-99.000","1.500","-99.000","-99.000","-99.000","34.400","","25.200",""
"C0Z061","2019-07-12 22:00:00","174.000","113.000","0.700","26.400","0.990","993.000","-99.000","8.000","-99.000","-99.000","-99.000","35.200","","25.300",""
"C0M670","2019-07-12 22:00:00","43.000","191.000","1.900","28.900","0.830","1004.400","-99.000","4.500","-99.000","-99.000","-99.000","34.100","","25.200",""
"C0I530","2019-07-12 22:00:00","3014.000","229.000","6.100","10.100","1.000","704.100","-99.000","6.500","-99.000","-99.000","-99.000","14.300","","8.600",""
"C0A880","2019-07-12 22:00:00","6.000","255.000","1.200","25.100","0.930","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","23.500",""
"C0S950","2019-07-12 22:00:00","415.000","233.000","1.900","25.700","0.870","962.900","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","23.600",""
"C0X190","2019-07-12 22:00:00","10.000","189.000","3.100","29.500","0.940","1008.500","-99.000","20.500","-99.000","-99.000","-99.000","31.700","","25.200",""
"C0A560","2019-07-12 22:00:00","405.000","146.000","0.800","23.100","1.000","962.100","-99.000","18.000","-99.000","-99.000","-99.000","33.500","","21.400",""
"C0AH00","2019-07-12 23:00:00","38.000","342.000","0.300","26.200","1.000","1003.400","-99.000","31.500","-99.000","-99.000","-99.000","33.900","","25.700",""
"CM0150","2019-07-12 23:00:00","11.000","349.000","0.400","26.700","0.850","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.900",""
"C0I480","2019-07-12 23:00:00","2165.000","0.000","0.200","13.900","0.990","790.000","-99.000","17.000","-99.000","-99.000","-99.000","21.300","","13.200",""
"C0A860","2019-07-12 23:00:00","362.000","184.000","0.500","24.300","0.970","967.400","-99.000","27.500","-99.000","-99.000","-99.000","32.800","","23.400",""
"C0U940","2019-07-12 23:00:00","25.000","0.000","0.200","26.000","0.900","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","34.400","","24.700",""
"C0S970","2019-07-12 23:00:00","19.000","287.000","1.600","26.300","0.810","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","25.100",""
"C0V260","2019-07-12 23:00:00","126.000","0.000","0.100","27.000","0.930","996.800","-99.000","0.000","-99.000","-99.000","-99.000","36.300","","24.200",""
"C0H990","2019-07-12 23:00:00","3076.000","232.000","4.600","9.000","0.990","708.200","-99.000","6.500","-99.000","-99.000","-99.000","15.300","","8.600",""
"C0F9K0","2019-07-12 23:00:00","30.000","187.000","2.900","28.700","0.810","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","27.200",""
"C0AH90","2019-07-12 23:00:00","660.000","0.000","0.000","21.100","0.990","938.700","-99.000","16.000","-99.000","-99.000","-99.000","30.800","","19.200",""
"C0W150","2019-07-12 23:00:00","42.000","234.000","3.800","28.000","0.980","1003.700","-99.000","0.000","8.900","243.000","","31.000","","26.500",""
"C0F000","2019-07-12 23:00:00","273.000","163.000","0.500","26.200","0.990","977.700","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","24.600",""
"C0K410","2019-07-12 23:00:00","20.000","188.000","2.500","28.000","0.900","1006.500","-99.000","5.000","-99.000","-99.000","-99.000","32.000","","25.000",""
"C0R140","2019-07-12 23:00:00","740.000","210.000","0.400","22.400","1.000","932.700","-99.000","1.000","-99.000","-99.000","-99.000","28.400","","21.600",""
"C0V800","2019-07-12 23:00:00","256.000","300.000","0.700","26.000","0.930","980.600","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","23.000",""
"C0S830","2019-07-12 23:00:00","288.000","212.000","0.500","25.800","0.890","978.300","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","25.000",""
"C0S920","2019-07-12 23:00:00","98.000","319.000","0.900","26.300","0.850","993.600","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","23.500",""
"C0V640","2019-07-12 23:00:00","35.000","168.000","2.200","29.900","0.820","1006.300","-99.000","1.500","-99.000","-99.000","-99.000","32.200","","25.600",""
"C0AH80","2019-07-12 23:00:00","68.000","115.000","0.500","24.800","0.980","999.800","-99.000","45.000","-99.000","-99.000","-99.000","34.800","","24.100",""
"C0K250","2019-07-12 23:00:00","12.000","188.000","2.000","27.500","0.920","1008.200","-99.000","0.500","-99.000","-99.000","-99.000","34.000","","24.800",""
